アカウント,作成日,ツイート,良いね数,リツイート数,言語,場所,アカウントの説明,フォロワー数,認証の有無,フォローしている数,ツイート数,アカウント作成日
ho_zen_picapica,2020-06-04 23:37:24,'@rin_190515 初めまして検索から失礼します。 こちら我妻善逸、竈門炭治郎、嘴平伊之助の3点をメルカリまたPayPay送金にてお譲り頂くことは可能でしょうか。 難しいとは思いますがご検討の程宜しくお願い致します。,0,0,ja,,'鳴柱の継子になりたい。本誌。18↑ ♡ 我妻善逸 ♡ 時透無一郎 ♡ 爆豪勝己 ♡ 上鳴電気 ♡ 轟焦凍 ♡グレイ・フルバスター ♡リドル・ローズハート ♡ エース・トラッポラ♡亘 慶樹 🌹🧷 #推しがたんぽぽ,36,False,108,640,2020-04-26 12:19:25
vkteer,2020-06-04 23:37:01,'Yahoo!ショッピングとPayPayモールで対象商品半額セールと15％上乗せ還元、「半額 ワイ！ワイ！SALE」を実施 - ケータイ Watch https://t.co/ZKE52yO116,2,0,ja,"Tokyo, Japan　東京、日本","'Tweet news, perceptive words and Japanese pictures. May you be happy! -follow for follow- 日常のニュース、示唆に富んだ名言、日本の名所写真をツイートします。皆さまに幸あれ！ -相互フォロー-",1071,False,1073,6680,2010-04-29 09:59:34
pochi04,2020-06-04 23:36:58,'PayPay、LINE Pay、楽天ペイ、d払い、お得なのはどれ？6月から始まった各社のキャンペーン徹底比較 https://t.co/Eccq7mC0VA @DIME_HACKSより,0,0,ja,,'ポチのまとめ https://t.co/cGVC0vuU3B ≪gyaoで見た映画で良かった作品≫ ＜ニコニコ映画上映会アンケ結果まとめブログ＞ ＜今川ギララ＆てんこみさんキャプアルバム＞ ＜今川ギララランキング放送まとめ＞ ＜暗黒放送ランキング放送まとめ＞,311,False,573,5623,2011-05-19 15:21:28
AYIbs8fgHjFt2X7,2020-06-04 23:35:47,'約1200を4000円で販売 興味がある人はカカオトークかDMに連絡 商品内容はJSからJDのハメ撮り、盗撮 カカオトークのQRコードは固定ツイートになってるので勝手に追加して下さい 渡し方はmegaを使います 先送りはしません 支払方法はアマギフかPayPayかiTunes #動画販売、、#動画売ります https://t.co/EquKCjnpsR,0,0,ja,,'支払方法はアマギフかPayPayかiTunes #エロ動画#動画販売,14,False,20,74,2020-06-01 12:02:43
AYIbs8fgHjFt2X7,2020-06-04 23:35:25,'約1500を5000円で販売 2セットあります 興味がある人はカカオトークかDMに連絡 商品内容はJSからJDのハメ撮り、盗撮 カカオトークのQRコードは固定ツイートになってるので勝手に追加して下さい 渡し方はmegaを使います 先送りはしません 支払方法はアマギフかPayPayかiTunes #動画販売　#動画売ります https://t.co/653N3qc2xN,0,0,ja,,'支払方法はアマギフかPayPayかiTunes #エロ動画#動画販売,14,False,20,74,2020-06-01 12:02:43
shiba70,2020-06-04 23:35:22,'@Hamamatsu_PR @hama_miryoku なんでpaypayだけ…？,4,0,ja,日本,'中2と小6の息子ｱﾘ 夫ｱﾘ,50,False,110,18516,2010-05-07 03:19:29
9cLdz3xUTerys0l,2020-06-04 23:34:56,'@_mnchan 現金ではないですけどPayPayはどうでしょう！,1,0,ja,Amazon欲しいものリスト▼,'会社員👩🏻‍💼基本ノンアダで稼働してます✉︎☏メルレ紹介できますので、興味ある方DMください❤︎お話しだけでも大丈夫です🙊FF外からの副業紹介お断り🐣✖️ メルレについて・単価・紹介等は固定ツイートへᵕ̈*,98,False,63,727,2020-01-03 01:21:31
AYIbs8fgHjFt2X7,2020-06-04 23:34:30,'約1800を6000円で販売 興味がある人はカカオトークかDMに連絡 商品内容はJSからJDのハメ撮り、盗撮 カカオトークのQRコードは固定ツイートになってるので勝手に追加して下さい 渡し方はmegaを使います 先送りはしません 支払方法はアマギフかPayPayかiTunes #動画販売、、#動画売ります https://t.co/uESqkltDCn,0,0,ja,,'支払方法はアマギフかPayPayかiTunes #エロ動画#動画販売,14,False,20,74,2020-06-01 12:02:43
RGVAR4W,2020-06-04 23:34:30,'YJFX繋がらない。 チャートの見やすさとか、PayPayボーナスとか嬉しいけど。 高ボラ時の繋がりにくさと、スプレッドの不安定さとか。 肝心な時にダメなんだよな。 注文に関しては、私のロットでは滑ったり、通らなかったりはほぼない。,2,0,ja,茨城県,'車と音楽と写真と茨城がすきです。スマホトレーダー。 fxで仕事と同額稼ぐのが目標。目標は2025年。子供たちの成人と共に、セミリタイアを目指します。10年前ユロ円で退場。 10年ぶり、2018年から再度挑戦。,68,False,263,3146,2011-03-14 12:51:42
aopin10,2020-06-04 23:34:12,"'[ペイペイジャンボ（オンライン）] 対象ストアでPayPay残高で支払いをすると抽選で最大1,000%（付与上限10万円相当／回・期間）もどってくる  [期間] 6月1日（月） 〜 6月30日（火）  今日お得な情報をオカネカレンダーでチェック☝️ https://t.co/TfBMsfr67N #PayPay #オカネカレンダー #キャンペーン",28,28,ja,"Tokyo-to, Japan",'🍀東京 🍀不労所得でセミリタイア 🍀台湾＆ハワイ❤️ 🍀JGC&SFC 🍀ブログ｢あおぽんといっしょ」で「オカネカレンダー」 を公開中🍀お金に働いてもらう方法を実施＆公開してます 🍀基本的に相互フォロー（エロ＆勧誘っぽいのは除く）🍀DMは基本的にスルー🙇‍♂️ 🍀柊グループ 鬼の会👹,2590,False,2221,10396,2018-06-14 00:40:47
AYIbs8fgHjFt2X7,2020-06-04 23:33:55,'約6000を15000円で販売 興味がある人はカカオトークかDMに連絡 商品内容はJSからJDのハメ撮り、盗撮 カカオトークのQRコードは固定ツイートになってるので勝手に追加して下さい 渡し方はmegaを使います 先送りはしません 支払方法はアマギフかPayPayかiTunes #動画販売、、#動画売ります https://t.co/r4eyonLScR,0,0,ja,,'支払方法はアマギフかPayPayかiTunes #エロ動画#動画販売,14,False,20,74,2020-06-01 12:02:43
ton85380350,2020-06-04 23:33:31,'ドズパラがPayPay払い可能に！！ ちょっと遅おおおおおおい！！😭,2,0,ja,,'jkのゲームアカウントです！ 改めてよろしくお願いします🤗,28,False,27,932,2020-01-18 05:56:34
awdqs5raeykul,2020-06-04 23:33:15,'ネットワークビジネス スピード融資 安定収入 PayPay ヤフオク ♒️♒️♒️♒️♒️  副業の情報が欲しい人にオススメ♦  LINE登録しておけば、 色んな種類の副業を 【無料で】紹介してくれます☘️✨  ☑月収30万円以上目指せる案件多数㊗️  無料参加は QRコードでLINE追加⬇️ https://t.co/JjGia3IDGX,0,0,ja,,'ゆとりのある生活を手に入れよう✌️簡単に始められてすぐに稼げる優良在宅ワークあります🐣詳しい内容はTweetを確認👛,1,False,0,43,2020-05-29 17:27:06
MyNicknameisJET,2020-06-04 23:33:03,'2000円まで増えたところでいったん全部換金しました😏  #PayPay #PayPayボーナス #運用 https://t.co/kJdw36tT6o,0,0,ja,,'コストコ❤️PayPay❤️料理❤️株♥️,4,False,2,35,2020-05-26 00:12:01
takomasa0422,2020-06-04 23:32:51,'PayPay10万チャージして帰ろっと,0,0,ja,,'コード決済が好きなのにもう使い物になりません。,374,False,750,7760,2012-11-12 19:03:13
ShippoSki,2020-06-04 23:32:49,'PayPayはセブン銀行ATMでチャージしてるしLINEPayは初回チャージ以外使ってないしで電子マネー対応したところであんまり使う予定はって感じ,0,0,ja,大分,'ケモナーです プレイ中：GBVS、プリコネR、ACNH,499,False,534,373122,2010-01-30 16:06:31
YAKISOBA_KAI,2020-06-04 23:32:38,'あと30分後に販売開始となります！！✨  今回550円でさらに【10%OFF！】で【495円】のワンコインでお買い求めできます！😆  paypayで決済頂くとさらに10％ポイントが返ってきますので非常にお買い得ですよ～！👀 ぜひぜひご購入お願い致します🙇 https://t.co/7lKCgdoWwV,14,7,ja,,'音声サークル「やきそば会」です！作品の告知などします✨ 🔞作品の紹介しますので18歳未満の方はフォロー注意です😎 アイコンは広報担当キャラクター「やきそばちゃん」です！ やきそばちゃんのボイス・情報 → #やきまと イラスト:樹野えんがわ(＠engawaki) ご連絡先 yakisobakaiw@gmail.com,450,False,257,7851,2020-02-01 15:36:20
i5XPpOYpPSXerum,2020-06-04 23:32:24,'【あつまれどうぶつの森 販売】6  ✨マイル旅行券500枚から  ✨PayPay送金✨ 　500枚700円 　1000枚1000円  メルカリは+手数料10%  ✨格安販売の為、取りに来てください  ✨複数注文大歓迎✨  あつ森配布/マイル旅行券/美術品/あつ森交換/あつ森販売/株価/カブ価/彫刻/抽選/ジャック/ちゃちゃまる https://t.co/77kp2pkfLU,0,0,ja,,'月〜金10:00〜24:00(18:00〜21:00は休憩)土日〜24:00まで 。個人、手作業の為お時間頂戴する場合あり。その他アイテムもありますのでお気軽にお声掛けください。,34,False,0,204,2020-05-25 00:52:36
mattn_jp,2020-06-04 23:32:20,'東京23区は固定資産税が PayPay で払える様になったのか。いいなぁ。,9,1,ja,"Osaka, Japan","'Long-time #Golang user&contributor, @GoogleDevExpert for Go, and author of many Go tools, #Vim plugin author. #Windows hacker C#/Java/C/C++ https://t.co/9LZqiHTMCT",16168,False,2664,135149,2007-04-02 04:19:11
oobokesanmelon,2020-06-04 23:30:45,'競輪🚴‍♂️ ありがとう万車券🎵 小原丈一郎🙇 優勝おめでとう‼️ 三日間小原丈一郎選手頭で 取らせてもらった💪  PayPayチャージしたから ウインチケットで購入🙏 https://t.co/qMe4fuiiD6,21,0,ja,なら競輪 飛天交流館,'@oobokesanが元アカウントです。 こちらに移行致します。 前アカウントでお世話になった方 新規の方今後ともよろしくお願します。 大阪在住たまに福岡 アラフィフの会社員。 別線推し  万車券とメロン🍈収穫に日々精進 7車メイン購入  当てさせてもらった選手に感謝‼️  選手名ツイートは次回 検索し車券検討に利用,328,False,433,3717,2020-01-06 11:56:45
Lam_1__,2020-06-04 23:30:21,'【☁️即対応／マイル旅行券☁️】  400枚／1000円（1111） 800枚／2000円（2222） 1200枚／3000円 (3333)  Amazonギフト券 PayPay（メルカリ） ご購入はDMまで🙇‍♀️  住民ジャック／ジュン／ちゃちゃまるの即購入大歓迎☁️  ⭕ツイフィにも詳細あり  住民　交換　厳選　マイル旅行券 離島,0,0,ja,ご注文は1000~から！詳しくはツイフィにて！,'あつ森アイテム販売してます🙂 価格などは固定を見てください👀💕実績多数😖💨 迅速対応*⋆✈ お支払い方法【①PayPay ②Amazonギフト券 ③メルカリ ④iTunesカード】その他フリマアプリも対応ฅ^. ̫ .^ฅ 実績は⭕いいね⭕欄☺️ 実績350↑ #らむちの実績,145,False,0,556,2020-04-10 13:59:22
saba_85_2,2020-06-04 23:29:53,'固定資産税がついにスマホアプリ(LINE Pay、PayPay)で払えるようになったみたい。今までクレカ決済できる仕組みはあったけど、手数料を上乗せされるもんだから、コンビニ支払いしてた。今年からはスマホでチャージしてサクッと支払い。すごく楽になったわさ。ポイント還元付きだし。,3,0,ja,日本,'社会保障全般の真面目な話、国内海外のフライト、ホテルの話についてつぶやく人。,151,False,159,4562,2014-04-29 02:34:04
akima_dazi,2020-06-04 23:29:34,'分割払いも手数料なしでできるのかーとかみてたらこっちはキャッシュレス還元5%なし　PAYPAY残高払いはキャッシュレスなしだがキャンペーンで10%戻ってくる！　って見てこっちかなと思ったが上限5000円でチーンってなった,0,0,ja,静岡,'しあわせになりたい,688,False,664,227866,2009-12-04 17:32:24
S24026601,2020-06-04 23:29:32,'リアル忙しくなってちょっとの間お前らゴミの相手してあげれなくなるからPayPay1000円お貢ぎできた豚に３つの動画のこれよりモザイク少し薄めたのどれか１つあげる♡ 新規も仕方ないから特別にあげるー♡ #貢ぎ奴隷　#男の娘 https://t.co/zJSDwduM5o,4,1,ja,,'ドS男の娘。ドMのキモマゾだけ来い。お貢ぎできる奴からボコる。 女奴隷2人クビにしたからメス豚募集中。ちなお貢はPayPayかアマギフね（ヘッダー本人）,189,False,176,112,2020-01-24 20:46:23
1NU_ALLERGY,2020-06-04 23:29:22,'左右のペェペェ(PayPay❓)のでかい姉ちゃん達も設定考えたので掘り下げて描きたいわよ〜,0,0,ja,アインコはきんぴらさんより,'💗𝕀 𝕃𝕆𝕍𝔼 𝕀ℕ𝕌 𝔽𝕆ℝ𝔼𝕍𝔼ℝ💗,220,False,186,14227,2019-04-30 15:09:02
pspeipei,2020-06-04 23:29:03,'先生『今すぐこれを理解しろって言われても無理でしょ？ねぇ？A君』 Aくん　『無理です』 先生『ねぇ、Bくん』 Bくん『無理です』  先生『ねぇ、PayPayくん』 わし『いや、余裕っす』  こーいうの大好きなんよねw,0,0,ja,,'アイドル垢よりのしゅみあか。アイドルオタク。KissbeeWest。芹沢愛花。佐藤結衣。ゆいたん大好きloveです。多趣味です。サッカー、HIPHOP、プログラミング、英語も好きです。フォロー歓迎します🙌　プララボ　@prolab_2020 メンバー。,46,False,115,1129,2020-02-22 14:47:04
kensetsukankei,2020-06-04 23:27:21,'@tkgw2019 分けてやればよかったですかね… まぁPayPayと初回チャージ特典で50000円が61000円ぶんになったと思ってチマチマ回収できることを祈ります😇,1,0,ja,帝愛グループ,'ポイ活初心者のカイジだぜ！日給777ペリカを獲得するために日々労働に勤しみながら、地下帝国からの脱出を企んでいる。相互購入なんて素敵なご縁があったら是非声を掛けてくれよな！👇お買い物マラソン用アイテム更新中👇,84,False,187,470,2015-12-18 18:40:39
rrrrr_raa,2020-06-04 23:26:48,'俺のPayPay配布終わった...また安い値段だけど銀行にお金入ったらやるか！www,10,0,ja,🏅40  🏅今月1勝,'本垢☞@raityan_zz 💤,728,False,988,3117,2018-05-11 16:13:59
eight_sz_jw_jr8,2020-06-04 23:26:28,'わたるん🍀(@wataru25w)さん、タモ(@JEB9I375AfP4ehQ)さんの、PayPay企画に、当選させていただきました✨  超PayPayユーザーなので✌️ｱﾘｶﾞﾀｲ✌️素敵な企画、ありがとうございます！  ありがたく使わせていただきます！ https://t.co/9unSQQyyxQ,6,1,ja,好む ジャニーズ  甘いもの🍩美味しいもの🍖,'無言フォロー大歓迎😆ゆっくりですがフォロバします😁#北斗七星企画 たまにやってます✨某大手CDショップ💿で働く20代女👩実は本格的なジャニヲタ💜eighter💙セクガル❥ スト担💛ジャス民♥アラシック♥とびっこ💜室龍太) #懸賞垢さんと繋がりたい   ✨当選報告✨は、メディア欄で━━━☞,2195,False,3507,14692,2019-11-04 14:14:31
