アカウント,作成日,ツイート,良いね数,リツイート数,言語,場所,アカウントの説明,フォロワー数,認証の有無,フォローしている数,ツイート数,アカウント作成日
joejoeu,2020-04-07 23:27:52,現金はハードウェア制約が永遠だからとても万能ではないわけで。かさばる、不衛生、カウントに時間がかかると消費者のマンパワーが費やされる.. https://t.co/22XXpz1c8B「「店員さんがどれだけ苦労させられたかと…」とあるお店ではPayPayを『使い..」https://t.co/6H9WnHLZs0 にコメントしました。,0,0,ja,,スポーツに罪はない← →スポーツは無謬ではない,1004,False,621,188534,2009-09-23 07:01:31
noriosarasuro,2020-04-07 23:27:39,@NekoCafeKeurig 同じ猫ちゃん好きとして、PayPay寄付させていただきました🐈❤️猫ちゃんの幸せを願ってます🥰今度お店にもお邪魔させて頂きますね😽 https://t.co/AuiqurByaE,0,0,ja,福岡県,はたしてパチスロは勝てるのか❓その疑問に真正面から立ち向かい勝利を目指すサラリーマンの奮闘記である🐈日々の実践結果を赤裸々に公開中😊2020年3月より本格稼働開始‼️勝利に向け日々勉強中‼️目指せ年間収支＋‼️ 福岡のスロッターの方と仲良く出来たら嬉しいです🌸駆け出しですがフォローよろしくお願い致します🙇‍♂️,103,False,146,76,2020-03-18 14:05:34
xTZNHtLQ4p0F5wC,2020-04-07 23:27:14,@akaihaato メンバーになろうとしたら支払いがクレジットカードかpaypayでどちらとも持ってないです。他の方法で支払う方法はありますか（泣）？,0,0,ja,ｵﾌﾄｩﾝの中,元ネオ民&元公民（黒歴史）の魔女の旅々同盟NO．59 の高2でーす。 フォロバ100%目指すぞ‼️,423,False,575,4897,2019-02-28 13:38:33
TONKIN325,2020-04-07 23:26:48,お会計の時、お客様がPayPayで払いたいけど使い方わからんって言うので説明して、残高無いからセブンイレブンでチャージしてきてください(カード未登録)とお願いしたら『お前ついて来い』だって。その説明の間にレジ３人並んだし無理ー！断ったら怒って帰られた。このポップ貼りたい（笑） https://t.co/qkVJWfSUEi,4,0,ja,,昭和生まれです。日々HDD残量との戦いを強いられています。,191,False,179,11470,2011-05-12 14:23:31
mi2ozx10r,2020-04-07 23:26:23,タイヤを買った時のpaypayが２万円きたので工具買っちゃいました😊 https://t.co/nUr2pVnn9M,8,0,ja,日本 愛知,mi2oミツオです 最近はcrf250ラリーでキャンプツーリング🏕,319,False,1205,4796,2010-04-09 15:58:02
takenouchippai,2020-04-07 23:26:06,@tsubaT06050628 わいはそうされないように、nanacoとmanacaとLINEpayとPayPay全部に入れてある偉い,1,0,ja,,アマテラスとシノンの人。,40,False,134,1833,2019-04-24 14:54:01
sato_sugar04,2020-04-07 23:26:06,YouTuberのサムネ30枚/¥1000円のお仕事しませんか　LINE Payかpaypayでの送金です,0,0,ja,,成南→桃山学院→奈良県立大学② /自治会執行部/桃山学宿/編集奈良/生協学生委員会/どっぷり昭和町/セレサポ企画部/動画編集/写真撮影,193,False,282,286,2020-02-25 13:03:32
mochi0__0,2020-04-07 23:25:49,@hanayayohei_jp 華屋与兵衛さんも、PayPay使えるんだ( *˙˙*)✨久しぶりに食べに行きたいです🥰,0,0,ja,,20代🧚‍♀️/1児のママ🧡/食べることがスキ🍴/美容💄漫画📕ゲーム📲/YouTubeと懸賞にハマり中🌸/ #ママ友 募集💚/毎日笑ってればいい事あると思ってる🌻/もちまい🌾@satyandayo2/いつもありがとう❤#もち当選報告,5265,False,5143,51494,2019-04-03 01:38:39
katsufootball,2020-04-07 23:25:14,PayPay渋滞、コンビニで何度か見たことある。ダウンロードからやってる雰囲気の時あるもんな。自分は交通系ICしか支払いには使ってない。 https://t.co/WkWzRj4hr0,5,0,ja,日本,コピーライター＆CMプランナー。汐留サッカー部。言葉と広告と舞台と映画と漫画と白巨人と千葉と柴犬の遠い目が好き。ぜに屋、東芝ＬＥＤ、香取慎吾ＧＭ、森永ぺこぱ、羽生結弦PG、櫻井翔ゼリー三井、遠藤塚田アイスアクターズ制作。 宣伝会議講師／宣伝会議賞審査員／久留米法政非常勤講師／就活／つくる人の会主催／＃勝浦雅彦←コピー集,4139,False,1801,4880,2010-04-24 15:17:19
aimonogatari2,2020-04-07 23:24:42,誰もswitchとあつ森買ってくれないし誰もPayPay送ってくれないんだけど😭😭乞食困っちゃう🥺美炎,3,0,ja,写真と実物は異なります。写真はイメージです。,夜職全般を経て卒業。基本無気力。 #LGBT #セクマイ #バイセクシャル 君の人生僕に捧げてみない？,1235,False,1065,17964,2015-04-16 03:33:59
TalkCureTULICHT,2020-04-07 23:24:18,占い＆カウンセリング▪️TalkCure（とーきゅあ）▪️銀行振込、PayPal以外に【PayPay】でのお支払い可能になりした💕家にいるから暇、話したい、等でも気軽に利用してください❣️❣️❣️https://t.co/M8EXUOQz8A https://t.co/0e4D3BTNLq https://t.co/5xnQdswvZp,7,2,ja,JAPAN,ルーン占い☆スピリチュアルカウンセリング☆悩み相談☆ただの雑談☆何でもOKの心の癒し処TalkCure（とーきゅあ）です✨ルーンストーン・天然石を使ったリーディングやっています✨パワスポ・オカルトetc,82,False,76,307,2017-04-16 21:28:34
furugisouko,2020-04-07 23:24:13,🌸春のオススメカラーをピックアップ🍀・・古着倉庫オススメのブルー、グレー、ピンクを集めたコーナーです🎶ピックしたものはアイテムもジャンルも様々です👍・・また、古着倉庫ではキャッシュレス決済#paypay… https://t.co/N9LLk0jGFM,1,0,ja,埼玉 蓮田市西新宿5-138,埼玉最大級！古着専門店！充実した商品内容でお客さまを満足させます！埼玉県蓮田市西新宿5-138 048-769-5299 インスタ→@furugisouko 11:00開店22:30閉店,1179,False,36,14986,2010-09-05 16:22:35
enigumabonbon,2020-04-07 23:24:10,同一人物によるアカウント。中華製海賊版(主に抱き枕カバー)を転売している悪質なアカウントです。見かけたら即通報しましょう。ヤフオクID (PayPayフリマ)onikumadouutetirommmmcollectorsメルカリもこ(通報削除済み)MMM(通報削除済み)ラッキーアボカド(活動中)ぼーろ(MMMから鞍替え),0,0,ja,,,0,False,0,7,2019-08-02 17:08:36
kirara_code777,2020-04-07 23:24:05,@NekoCafeKeurig @kisakichiaki 気持ちだけになってしまいましたが、PayPayより支援させて頂きました。本当に大変な状況ですが、どうか、猫達をよろしくお願いします。,1,0,ja,,,26,False,285,654,2015-06-23 11:09:50
shiba_nora_2016,2020-04-07 23:23:20,@ShigeoYOKOYAMA paypayでも、Linepayでもなんでも良いので口座作らせて送金すればいいんじゃないでしょうか。電子決済の利用率も高まって。,0,0,ja,関内デビル,吾輩は犬である。吠えることが仕事なのだ。言葉遣いの悪い方と口臭が酷い方はご遠慮願います。,2064,False,4528,11871,2016-12-04 01:37:33
_young_ab,2020-04-07 23:21:32,@woong_dong Paypayでお願いします👴🏾,0,0,ja,,🇯🇵(18) ab6ix イム氏,119,False,137,982,2019-12-28 13:48:51
swindler_sheep,2020-04-07 23:21:31,✨💎ツイ販💎✨ツイ販にチャレンジしようと思います💪💡🌸価格について：すべて本体価格＋送料(クリックポスト198円)です🌸お支払い方法は「ゆうちょ振込、PayPay、creema、minne」よりお選びください🌸すべて一点物なので、先着順に販売いたします→続きます#ハンドメイドアクセサリー https://t.co/9slDXdUNtm,19,9,ja,日本,「私だけの願い込めるお守りアクセサリー」をコンセプトに、天然石アクセサリーを制作しています💎ほとんどが一点物です💍noteでは｢皆ができるけどやってないこと｣をテーマに、撮影方法やSNS運用のことも発信中✒️オンラインサロン始めました🚩宮城在住📕趣味は読書🎡委託販売：Thingsly横浜みなとみらい店,690,False,191,21792,2012-11-05 16:18:45
ChiNaxxjo1,2020-04-07 23:21:30,@JO1_junki_nori 仕事の休憩中にタワレコでアクキーとかポーチとか買えた😆HMVでは、欲しかったクリアファイルも大平タオルも逃してしまって泣いてる😭😭😭結局アクキー追加しただけっていう…でも、一番欲しかったJO1HOUSE Tシャツは一足先にPayPayモールで買えてたんで、一安心😊,0,0,ja,北陸,プエクからの日プ JO1🌸 しょせ、碧海、蓮強めの箱推し。地方住みの熟JAMオンマline。無言フォローしちゃうけど許して下さい。気軽に絡んでください♫ #熟成JAM /Kポ垢は@kdchinap,219,False,188,3673,2019-12-13 10:55:08
an_yu_jinn,2020-04-07 23:21:01,@Go_to_the_Top__ はい！PayPayでの送金で希望してます,0,0,ja,,03line_ヨジャ_同他◎_IZ*ONE_ユジン、ミンジュ_♡ミンジン_アンニョンズ,508,False,649,2054,2019-01-03 13:40:32
joejoeu,2020-04-07 23:20:56,.@NEOura36氏「paypay導入で店側は集客見込めるかもしれないけど、店員にしたら余計な仕事が増えるだけだよな」今はセミセルフレジで現金でも速くて正確だもんね… https://t.co/u6r64Vmdhm,0,0,ja,,スポーツに罪はない← →スポーツは無謬ではない,1004,False,621,188534,2009-09-23 07:01:31
tokokoto_19EJ,2020-04-07 23:20:45,ふと思い出したけど、今月末にpaypayの1万円のキャッシュバックあるやん,1,0,ja,海洋大関連はこっち→@tokokoto_tumsat,n＝1 鉄道/バンドリ/PENTAXな人 立場がよく分からん,291,False,292,13029,2016-04-22 12:46:14
Nanonan44222617,2020-04-07 23:20:42,@sukiya_jp うな牛美味しそう🎵4/30までPayPayフル活用します♪,0,0,ja,,食べるの大好き。万年ダイエット中。音楽好き。懸賞好き。,124,False,1673,11420,2018-04-30 15:28:12
ngs0x0kwr,2020-04-07 23:20:38,@paman_ninnin しぬwwwwwwwwwPayPayおしえてもらいます,1,0,ja,社畜の証が社員証「一生懸命頑張ります！」,@IDOLmeets生息/おさけふれんず🐱🍷/ エヴァ デジモン/観音坂独歩と橘真琴とキッド様がすき,1005,False,555,23718,2012-04-04 16:55:46
TADA_NO_OTAKU_,2020-04-07 23:19:46,1枠1000円を予定。支払いはpaypayのみ、普段なら600円するチェキつきなのでかなりお得かと……,3,0,ja,,どつきまわして道頓堀に沈めたれ本舗のメンバーです @a0ieu_0ji3 のうるせー垢,70,False,52,135,2018-02-24 18:28:29
mogamuetar,2020-04-07 23:19:45,PayPay、吉野家で25%帰って来るの、コロナの時にやるなよ...行きたくても行けねえよ,0,0,ja,二次元世界,iPhone を触ることと、漫画を描くことが生き甲斐。趣味で、iSpiritという漫画を描いてます。内容は、まぁ、タイトルでお察し頂ければと、、、思います←あとは、自作漫画のカラーイラスト、好きなアニメのキャラのイラストも落書きレベルですが、描いたりしてます。,1292,False,1657,5794,2012-04-19 22:35:05
MarkN_971022,2020-04-07 23:19:29,俺、人生で初めてPayPayを使う。,2,0,ja,,"和歌山大学システム工学部
元交響楽団",231,False,562,1420,2016-11-06 08:21:11
uV6hu2u45mZ9aRd,2020-04-07 23:18:33,PayPay今月からあまりおいしくないね！20%の飲食店以外はLINE Payを使おうかな,1,0,ja,,ポイント還元、ネットショッピング大好き💰今はSoftBank+Yahooカード+PayPayでほぼ無双モード✌️年間最低でも１５万ポイント以上稼いでます🎵他にもお得な情報などあったらつぶやきます,5,False,9,3,2020-02-15 02:44:03
AAAtomokazu,2020-04-07 23:18:14,@maaagi5487 一応 paypay初日とセミファイナル以外は、参戦しますのでお手伝いしたいと考えてます‼︎もうアレから5年経ったんですね…………,1,0,ja,2016.1 広島〜大阪へ転勤,はじめまして AAAの5人と伊藤千晃さんと浦田直也さんを生き甲斐にしているトラックドライバーをしている親父です‼️✋Liveイベント等で全国どこにでも出没しまーす‼︎ 自称AAAキチガイなので‼︎（笑） 気軽に絡んで下さい‼️😃いきなりフォローでも全然大丈夫です‼️👍🏿AAA濃い目のアカウントです,714,False,580,18273,2015-01-25 06:46:19
accountsms,2020-04-07 23:18:10,【出会い系】ワクワクメール・ハッピーメールの電話番号やアカウントについてご相談を承ります。☆サイト名☆必要件数を明記してDMください☆支払い方法は☆アマギフ☆LINE Pay☆Paypay☆フリマ払いは規約違反の為対応できません💦また詐欺を疑う方はご遠慮ください💦,0,0,ja,,アカウント認証はこちら,25,False,0,723,2019-10-08 19:54:53
gg_kuy__hiro,2020-04-07 23:17:51,ドカバト販売実績ないので心配される方はすみません。急遽お金が必要な為出品致します。（業者に頼むとかなり安くなるので個人での出品です。)※大切にして下さる方にのみ販売致します。支払い方法ですが、口座振込かPayPay送金可能な方に限ります。 #ドカバト販売  #ドカバト交換 https://t.co/MUaqVPFSJE,0,0,ja,月,,192,False,50,849,2018-01-04 11:33:13
