システムID,ジャンルID,ステータスID,感情ラベル,content
13595,Xperia,523494832824532992,neutral,Xperia Z Ultra SOL24の白ロム、Amazonのマーケットプレイスで買おうかと思ったけど昨日より3000円位値段上がってるな。
13610,Xperia,523499710972063744,neutral,Xperia SPにろりこっぷが来る日を楽しみにしてる
13611,Xperia,523500322279284736,negative,Xperia種類ありすぎ何がなんだか…。やっぱりiPhoneが良いなぁ。旅行用にするには勿体なさすぎるけど。
13989,Xperia,523683949319426048,positive,"ハザマ色のURBANOよりも
カグラ色のXperiaにすればよかった
ウォークマンェ…"
13996,Xperia,523684937296117760,neutral,僕のXperiaはLINE稼働してないという意味でも歴史的価値が(ない)
13999,Xperia,523685212639989760,neutral,iPadスレでXperiaタブレットと比較されてファビョってるのがいたけどリモートプレイは普通に魅力的だよなぁ
14364,Xperia,523785906507886593,neutral,"あとは充電器を入れたら完了
カメラはXperiaちゃんを使うので、スマホの充電器忘れた人用に貸し出せる
カードリーダーとUSBメモリも持っていくので、写真のバックアップも完璧(写真撮るか分からんがね)"
14366,Xperia,523787121539043328,neutral,XperiaのファブレットをガラケーのSIMで通話オンリーの運用したいなぁ。タブレットもどきで通話ってはたからみたらマヌケなんだよなぁ。
13618,Xperia,523502694602788865,neutral,先日買った某XperiaをAndoroid4.4にアップデート。1回失敗してヒヤっとした。
13634,Xperia,523508359836622848,neutral,iPad買うかXperiaに変えるか
13639,Xperia,523509940405542912,positive,予算は二の次にして、７インチぐらいの小型タブレットでAndroidとかなら購入におすすめとなるとやっぱりxperia tabletとかかなぁ・・・
13653,Xperia,523512174858080257,neutral,だがF-03Gはめちゃくちゃ良いタブレット、他と比べても秀でてる。GALAXY TabやXperia Tabletと比較してもひじょーによい仕上がり
14031,Xperia,523693392752947201,neutral,スマートフォンの上位、Apple(アメリカ)除いて中国や韓国ばっかり。日本の得意分野だったのに今は見る影もない。どうしてこうなってしまったのか。人件費が高いというのもあるけど、端末が高いからだよね。機能が多過ぎるから。Xperiaとか高い。世界スタンダードな少機能で安いのを！
13671,Xperia,523515620931817472,neutral,防水あったらXperia Tablet息してなかった
13301,Xperia,523433493229862915,neutral,だがしかしもえが来て何をおすすめしようか…エクスペリアだとつるみとかぶんだよなぁ（笑）
13309,Xperia,523434576509550592,neutral,いま使っているXperiaが死にそうなので、iPhoneへ機種変するつもりなんだけど…何を準備すればいいのやら、ワタワタ
13310,Xperia,523434750745120769,neutral,"XPERIAの割賦終わったらガラケーに戻そうかな？？
タブレット＋MNVO SIMの方が財布的に幸せになれる気がしてきた。"
13702,Xperia,523532543014875136,neutral,Xperia Z3の実機さわってみてGALAXY note edgeかZ3のどちらかに機種変しよう。
12921,Xperia,523331721249292288,neutral,"「Xperia Z3」デモ機入荷しました!!
店頭で実際に試してください!!
ぜんざい　Docomo　au
 Xperiaご利用中のお客様?!
... その機種変更待ってください
比べてからじゃないと・・・・
損をしますε-(=｀ω´=)凸
アプライド松山店へ急げ!!"
13720,Xperia,523545485517135872,neutral,まぁ、XGELSが新しいGoogleNowランチャーに対応してないからGoogleNowランチャーは設定反映されないけど最近Xperiaランチャー使ってるから別にいいやｗ
13365,Xperia,523444494998331392,neutral,Xperiaにしゃべってコンシェル入れてみよう
12986,Xperia,523349464342224897,neutral,残る問題は、Xperia Z3の発売日がいまだに決まってないことです。10月下旬って大丈夫なのかよう。
13415,Xperia,523457754585763840,neutral,横でXperiaいじってる人のケースが長谷川と同じってだけの話
13417,Xperia,523458595498000385,neutral,Xperia GX が容量不足になってきたのでモンスターストライクを iPod touch 5th に移した。
13803,Xperia,523634203691192320,neutral,一旦機種変を決断すると、今の機体への愛着が激しく薄れていく…あんなにお気に入りの機体だったはずなのに。ごめんよVL。 #Xperia
13027,Xperia,523360912099385344,neutral,寝る時に枕元に置いてあったXperiaが朝目覚めたら次男が口にくわえて涎まみれにされてたのを思い出して水洗いした。
13040,Xperia,523362887595593729,neutral,調べたらXperia用のヱヴァのカバーあるんじゃん…！かわいいしパッと見分かんないのが良いか買ったら買わなきゃな
13445,Xperia,523464929303474176,negative,ｶﾞﾉﾀのUstをXperiaのUstアプリで見てみるかと思ったらアプリ落ちた(火暴)
18929,Xperia,525095088595025920,neutral,ドコモ版、au版のXperia Z3が今日発売かー
18944,Xperia,525097509350162433,positive,xperiaもiPhone越えてきてると思うの
17789,Xperia,524819015399505920,neutral,なぜ、なぜXperiaの位置と逆にしなかった…！！w_(:3」∠)_
18169,Xperia,524885196340858881,neutral,明日っすねええええXperia Z3発売いいいいい
18595,Xperia,524940922501353474,negative,Xperiaの画面割れた。動かない。詰んだ
18197,Xperia,524890357197049856,neutral,"mineo用にXperia Z1の安いのを探してポチった(｡-_-｡) 
さよーならあいぽん。"
18607,Xperia,524943455173103616,neutral,"ちょっと手元のXperiaで虫姫さまDuelやってみた。
遊べなくもない…かもなー、って感じのもっさり感だった。
iOS版はどうなる？"
19041,Xperia,525116504132435968,positive,Xperiaの充電ケーブル引き続き使えてよかった
18992,Xperia,525106680392994816,neutral,GALAXY Note Edgeの売れ行きはどうなんだろう？Xperia Z3とiPad Air2の発売にもろに被るんで苦戦しそう？？
18993,Xperia,525106728887517186,neutral,XPERIA新作ktkr＼(^-^)／
19013,Xperia,525109850791890944,neutral,"悲報
xperia ax預かり修理

天ルシ入ったアカウント
抹消される可能性
( ´Д`)y━･~~"
18652,Xperia,524947516744159233,neutral,"明日、Xperia Z3発売日か！
予約してあるし、行こうかなー、どうしようかなー。
最近、ガジェット系にも目覚めてきました。新しいものがほしいです。(ただの買い換える潮時)"
18654,Xperia,524948235895316482,neutral,"えー！？iPad Air2 WiFi版てもう販売してるらしい、、、
今だに悩むなぁ、、、WiFi版かキャリア版かsimフリー版か、、、

GPS機能欲しいけどWiFi版でもWiMaxルータ、android(xperia)テザリングで結構近い所示すから徒歩程度なら余り困らないしな、"
19028,Xperia,525113256419946497,neutral,XPERIAの機種変やっしーなー。どーしましょ。
19033,Xperia,525114685557702658,neutral,"忙しくてドコモショップに電話する暇が無いorz
入荷の電話無いから気になるよ(´･ω･｀)
Xperia Z3(；´д⊂)"
17908,Xperia,524843649884889088,negative,Suica利権ズブズブな人にSuica非対応じゃねw [Xperia Z]
17913,Xperia,524844126819205120,neutral,新しいXperia明日発売だ(*´ω｀*)
18273,Xperia,524899318897975296,neutral,最近のXperia go不調はSDカードのせいだった説がここにきて急速に浮上
18285,Xperia,524900681136607232,neutral,Xperiaの割引券が私を誘惑してる
18680,Xperia,524952386435964928,neutral,エクスペリア、発売日前日なのに何も連絡なし。在庫ないのかなぁ。
18681,Xperia,524952628237570048,neutral,"あ、日付回ったので本日NTTdocomo版「Xperia Z3 SO-01G」発売だよ～！！！

・・・虚しく響き渡る・・・(  ；∀；)"
17935,Xperia,524847203269898241,positive,xperiaの入荷連絡きた！早速明日、幼稚園の役員会議が終わったら取りに行くぞー♪
18310,Xperia,524905102352478208,neutral,人生4台目のXperia
18707,Xperia,524959419776262145,neutral,"公式ついったの方も使ってみる
画像関係はこっちのが使いやすい気がする
Xperia用のなんちゃらとか言われたけど浸かってる人いるの？
Xperia愛用者意外と多かった気がするけど"
18709,Xperia,524960243474657282,positive,Xperia向けWalkmanアプリの8.4.A.5.4アップデート、英数字のフォントがOS標準のものに戻ったのと、ホーム画面で一番左上に表示される大きめのアルバムアートの画質が改善されたのと、ライブラリーとかでのタブの高さが高くなってデザインも変わった
17580,Xperia,524763613924294657,neutral,docomoからXperiaの入荷連絡まだこないわー、、、、うぅー
17955,Xperia,524850257402671104,neutral,docomoがXperia Z3の発売を明日に設定したのはiPadと同時発売になるのを嫌ったからなのかな？
18732,Xperia,524971097498730496,neutral,今使ってるxperiaちゃんを買い替えたらwalkman代わりにするのもありかな
18741,Xperia,524977754819686401,positive,スマホ落として新しいスマホになって一週間。なんかめんどくさいからATOKにしてなくてXPERIAに最初から入ってるのを使ってる。こっちのがうちやすいのは先代からの慣れだからかな？
18742,Xperia,524977988115263488,neutral,"Xperia Z3買えたら機種変しよ。
予約してないけど( ´∵｀)"
18743,Xperia,524982640042983424,positive,"新しいXperia安くするよメール来た
何に買い換えよう"
17599,Xperia,524768242548498432,neutral,（続き）「まえXperiaだったじゃん？なんでiPhoneにしたの？」「いや、かみさんがiPhoneのほうが安いってうるせえんだわー」。不倫カップルだった。
18343,Xperia,524909944940666880,neutral,XPERIA Z3がSnapdragon805だったらな
18765,Xperia,525033794030428160,neutral,"おい、くSoftBank、早くXperia Z3の発売日確定させろ
他社決まってんぞ"
18367,Xperia,524913655725305857,neutral,A&amp;Gスマほ見れないんだが？？？？？？はたらけXperia？？？？？？？？？？？？
18370,Xperia,524913849485385728,positive,明日発売のXperia、入荷しましたってメールきた～～＼(^o^)／今日でこの携帯ともお別れ。三年間お疲れさま、１つもキズつくことなく、きれいなまんま。ソフトカバーの威力はすごいね。
